iso	chr	start	end
Gd_01144-ba	chr1001	2429872	2435838
Gd_01144-ba	chr1001	2436081	2675275
Gd_01144-ba	chr1001	2682010	2697628
Gd_01144-ba	chr1001	2700233	2700894
Gd_01144-ba	chr1001	2701689	2701798
Gd_01144-ba	chr1001	2702671	2723297
Gd_01144-ba	chr1001	2723557	2753316
Gd_01144-ba	chr1001	2753383	2801774
Gd_01144-ba	chr1001	2801805	2816048
Gd_01144-ba	chr1001	2816091	2842580
Gd_01144-ba	chr1001	2843562	2845959
Gd_01144-ba	chr1001	2861642	2884296
Gd_01144-ba	chr1001	2985868	2988978
Gd_01144-ba	chr1001	2989118	3009459
Gd_01144-ba	chr1001	3011044	3011530
Gd_01144-ba	chr1001	3012097	3012430
Gd_01144-ba	chr1001	3012630	3013338
Gd_01144-ba	chr1001	3014628	3036029
Gd_01144-ba	chr1001	3036362	3038692
Gd_01144-ba	chr1001	3055826	3058763
Gd_01144-ba	chr1001	3064104	3075938
Gd_01144-ba	chr1001	3283427	3283592
Gd_01144-ba	chr1001	3283643	3284131
Gd_01144-ba	chr1001	3285190	3293411
Gd_01144-ba	chr1001	3294188	3295095
Gd_01144-ba	chr1001	3299417	3300003
Gd_01144-ba	chr1001	3300143	3303740
Gd_01144-ba	chr1001	3303772	3319715
Gd_01144-ba	chr1001	3322702	3322811
Gd_01144-ba	chr1001	3323447	3324492
Gd_01144-ba	chr1001	3326882	3343541
Gd_01144-ba	chr1001	3487611	3487723
Gd_01144-ba	chr1001	3678229	3693767
Gd_01144-ba	chr1001	3693780	3768339
Gd_01144-ba	chr1001	3768356	3803478
Gd_01144-ba	chr1001	3803562	3841408
Gd_01144-ba	chr1001	3913147	3939173
Gd_01144-ba	chr1001	3941162	3943219
Gd_01144-ba	chr1001	3944168	4092578
Gd_01144-ba	chr1001	4092593	4099644
Gd_01144-ba	chr1001	4099655	4138825
Gd_01144-ba	chr1001	4138859	4194573
Gd_01144-ba	chr1001	4202261	4215874
Gd_01144-ba	chr1001	4222036	4223007
Gd_01144-ba	chr1001	4223206	4249158
Gd_01144-ba	chr1001	4249193	4255152
Gd_01144-ba	chr1001	4255169	4257364
Gd_01144-ba	chr1001	4261935	4262464
Gd_01144-ba	chr1001	4262507	4262831
Gd_01144-ba	chr1001	4263196	4263958
Gd_01144-ba	chr1001	4264420	4271101
Gd_01144-ba	chr1001	4277624	4294000
Gd_01144-ba	chr1001	4294217	4327824
Gd_01144-ba	chr1001	4327877	4329077
Gd_01144-ba	chr1001	4329094	4338337
Gd_01144-ba	chr1001	4343160	4343408
Gd_01144-ba	chr1001	4343420	4374877
Gd_01144-ba	chr1001	4374905	4377028
Gd_01144-ba	chr1001	4377050	4403411
Gd_01144-ba	chr1001	4403460	4424783
Gd_01144-ba	chr1001	4425291	4427154
Gd_01144-ba	chr1001	4427834	4429848
Gd_01144-ba	chr1002	81214	90848
Gd_01144-ba	chr1002	95925	104907
Gd_01144-ba	chr1002	169912	175455
Gd_01144-ba	chr1002	385130	387604
Gd_01144-ba	chr1002	443352	444890
Gd_01144-ba	chr1002	663881	719123
Gd_01144-ba	chr1002	725860	746129
Gd_01144-ba	chr1002	746154	815450
Gd_01144-ba	chr1002	815483	848939
Gd_01144-ba	chr1002	855464	855740
Gd_01144-ba	chr1002	883036	937345
Gd_01144-ba	chr1002	937362	941595
Gd_01144-ba	chr1002	942476	948287
Gd_01144-ba	chr1002	952530	1024336
Gd_01144-ba	chr1002	1031444	1043730
Gd_01144-ba	chr1002	1043747	1046248
Gd_01144-ba	chr1002	1046746	1050991
Gd_01144-ba	chr1002	1052420	1057570
Gd_01144-ba	chr1002	1127417	1135075
Gd_01144-ba	chr1002	1199404	1201744
Gd_01144-ba	chr1002	1201761	1203036
Gd_01144-ba	chr1002	1204185	1211346
Gd_01144-ba	chr1002	1646908	1655131
Gd_01144-ba	chr1002	1655988	1684793
Gd_01144-ba	chr1002	1684816	1685089
Gd_01144-ba	chr1002	1685122	1687105
Gd_01144-ba	chr1002	1693840	1702413
Gd_01144-ba	chr1002	1702450	1723308
Gd_01144-ba	chr1002	1725302	1756634
Gd_01144-ba	chr1002	1769162	1803576
Gd_01144-ba	chr1002	1803592	1817336
Gd_01144-ba	chr1002	1821309	1839725
Gd_01144-ba	chr1002	1846716	1852265
Gd_01144-ba	chr1002	1854128	1855810
Gd_01144-ba	chr1002	1859420	1944414
Gd_01144-ba	chr1002	1944499	1968230
Gd_01144-ba	chr1002	1968255	1968737
Gd_01144-ba	chr1002	1970731	1971588
Gd_01144-ba	chr1002	1971601	1993926
Gd_01144-ba	chr1002	1993960	1995824
Gd_01144-ba	chr1002	1995835	1997829
Gd_01144-ba	chr1002	2003649	2041422
Gd_01144-ba	chr1002	2041463	2049547
Gd_01144-ba	chr1002	2054817	2055903
Gd_01144-ba	chr1002	2057964	2157052
Gd_01144-ba	chr1002	2157070	2511988
Gd_01144-ba	chr1002	2512165	2547395
Gd_01144-ba	chr1002	2547445	2557650
Gd_01144-ba	chr1002	2576317	2580351
Gd_01144-ba	chr1002	2586846	2589473
Gd_01144-ba	chr1002	2590334	2593541
Gd_01144-ba	chr1002	2596098	2599599
Gd_01144-ba	chr1002	2600917	2605619
Gd_01144-ba	chr1002	2605639	2606665
Gd_01144-ba	chr1002	2608823	2611271
Gd_01144-ba	chr1002	2611297	2611825
Gd_01144-ba	chr1002	2611919	2612890
Gd_01144-ba	chr1002	2616022	2616871
Gd_01144-ba	chr1002	2617395	2617524
Gd_01144-ba	chr1002	2617653	2619683
Gd_01144-ba	chr1002	2619704	2658655
Gd_01144-ba	chr1002	2659235	2665042
Gd_01144-ba	chr1002	2665170	2674559
Gd_01144-ba	chr1002	2674570	2700680
Gd_01144-ba	chr1002	2700717	2737339
Gd_01144-ba	chr1002	2742756	2746193
Gd_01144-ba	chr1002	2755832	2787731
Gd_01144-ba	chr1002	2789756	2859079
Gd_01144-ba	chr1002	2859104	2938611
Gd_01144-ba	chr1002	3033286	3040512
Gd_01144-ba	chr1002	3170303	3170506
Gd_01144-ba	chr1002	3173359	3202746
Gd_01144-ba	chr1002	3256413	3264233
Gd_01144-ba	chr1002	3266702	3267665
Gd_01144-ba	chr1002	3271567	3276470
Gd_01144-ba	chr1002	3276913	3296347
Gd_01144-ba	chr1002	3300666	3315334
Gd_01144-ba	chr1002	3315728	3318706
Gd_01144-ba	chr1002	3320052	3333512
Gd_01144-ba	chr1002	3340013	3381101
Gd_01144-ba	chr1002	3381288	3382327
Gd_01144-ba	chr1002	3382339	3407766
Gd_01144-ba	chr1002	3407783	3425962
Gd_01144-ba	chr1002	3450975	3453694
Gd_01144-ba	chr1002	3456819	3489757
Gd_01144-ba	chr1002	3491632	3492204
Gd_01144-ba	chr1002	3496260	3507426
Gd_01144-ba	chr1002	3517558	3522806
Gd_01144-ba	chr1002	3535308	3574554
Gd_01144-ba	chr1002	3575500	3578309
Gd_01144-ba	chr1002	3578321	3579355
Gd_01144-ba	chr1002	3579959	3609680
Gd_01144-ba	chr1002	3609751	3611936
Gd_01144-ba	chr1002	3710491	3710747
Gd_01144-ba	chr1004	131778	141320
Gd_01144-ba	chr1004	141489	161988
Gd_01144-ba	chr1004	163201	164337
Gd_01144-ba	chr1004	165300	189122
Gd_01144-ba	chr1004	189162	193911
Gd_01144-ba	chr1004	197798	214360
Gd_01144-ba	chr1004	214399	222638
Gd_01144-ba	chr1004	222659	225972
Gd_01144-ba	chr1004	225983	234250
Gd_01144-ba	chr1004	234335	249317
Gd_01144-ba	chr1004	249936	259843
Gd_01144-ba	chr1004	328803	336196
Gd_01144-ba	chr1004	336314	342471
Gd_01144-ba	chr1004	382128	383298
Gd_01144-ba	chr1004	392012	399578
Gd_01144-ba	chr1004	399618	410761
Gd_01144-ba	chr1004	613076	617579
Gd_01144-ba	chr1004	659258	662608
Gd_01144-ba	chr1004	762223	769350
Gd_01144-ba	chr1004	963898	999292
Gd_01144-ba	chr1004	999303	1011946
Gd_01144-ba	chr1004	1011990	1012373
Gd_01144-ba	chr1004	1012419	1037838
Gd_01144-ba	chr1004	1038305	1040162
Gd_01144-ba	chr1004	1040616	1053978
Gd_01144-ba	chr1004	1055747	1057560
Gd_01144-ba	chr1004	1057907	1071312
Gd_01144-ba	chr1004	1071341	1120327
Gd_01144-ba	chr1004	1120405	1138276
Gd_01144-ba	chr1004	1146220	1152010
Gd_01144-ba	chr1004	1207363	1210064
Gd_01144-ba	chr1004	1210092	1221917
Gd_01144-ba	chr1004	1223539	1223650
Gd_01144-ba	chr1004	1230482	1230639
Gd_01144-ba	chr1004	1235532	1235662
Gd_01144-ba	chr1004	1242995	1254822
Gd_01144-ba	chr1004	1261557	1277002
Gd_01144-ba	chr1004	1334695	1365006
Gd_01144-ba	chr1004	1394152	1431153
Gd_01144-ba	chr1004	1431261	1451812
Gd_01144-ba	chr1004	1451844	1507564
Gd_01144-ba	chr1004	1510814	1529964
Gd_01144-ba	chr1004	1537335	1545673
Gd_01144-ba	chr1004	1547516	1561546
Gd_01144-ba	chr1004	1561637	1565911
Gd_01144-ba	chr1004	1590609	1601226
Gd_01144-ba	chr1004	1605653	1606709
Gd_01144-ba	chr1004	1606733	1630044
Gd_01144-ba	chr1004	1630058	1638597
Gd_01144-ba	chr1004	1640440	1643676
Gd_01144-ba	chr1004	1688723	1746142
Gd_01144-ba	chr1004	1746223	1751955
Gd_01144-ba	chr1004	1751971	1775632
Gd_01144-ba	chr1004	1775649	1777480
Gd_01144-ba	chr1004	1777517	1780293
Gd_01144-ba	chr1004	1780496	1789515
Gd_01144-ba	chr1004	1793298	1796604
Gd_01144-ba	chr1004	1868027	1899974
Gd_01144-ba	chr1004	1903783	1915803
Gd_01144-ba	chr1004	1927461	1983450
Gd_01144-ba	chr1004	2171197	2175157
Gd_01144-ba	chr1004	2175261	2183685
Gd_01144-ba	chr1004	2183826	2184318
Gd_01144-ba	chr1004	2184998	2185246
Gd_01144-ba	chr1004	2185856	2188809
Gd_01144-ba	chr1004	2189290	2203951
Gd_01144-ba	chr1004	2204432	2205607
Gd_01144-ba	chr1004	2206137	2206745
Gd_01144-ba	chr1004	2206851	2207302
Gd_01144-ba	chr1004	2207389	2209158
Gd_01144-ba	chr1004	2358667	2386899
Gd_01144-ba	chr1004	2437678	2458121
Gd_01144-ba	chr1004	2567246	2570599
Gd_01144-ba	chr1004	2570618	2572315
Gd_01144-ba	chr1004	2572336	2592631
Gd_01144-ba	chr1004	2637769	2662734
Gd_01144-ba	chr1004	2662745	2670511
Gd_01144-ba	chr1004	2670522	2672779
Gd_01144-ba	chr1004	2673742	2689569
Gd_01144-ba	chr1004	2689742	2697408
Gd_01144-ba	chr1004	2699560	2723269
Gd_01144-ba	chr1004	2729664	2731688
Gd_01144-ba	chr1004	2780475	2789703
Gd_01144-ba	chr1004	2790715	2795892
Gd_01144-ba	chr1004	2795904	2799917
Gd_01144-ba	chr1004	2803240	2814952
Gd_01144-ba	chr1004	2814989	2830343
Gd_01144-ba	chr1004	2830942	2853232
Gd_01144-ba	chr1004	2860845	2898686
Gd_01144-ba	chr1004	2899881	2906221
Gd_01144-ba	chr1004	2906414	2915591
Gd_01144-ba	chr1004	2916922	2922335
Gd_01144-ba	chr1004	2927742	2943702
Gd_01144-ba	chr1004	2943801	2944405
Gd_01144-ba	chr1004	2950747	2962586
Gd_01144-ba	chr1004	2990899	2991386
Gd_01144-ba	chr1004	2998461	3028338
Gd_01144-ba	chr1005	1118	18972
Gd_01144-ba	chr1005	20912	32313
Gd_01144-ba	chr1005	68795	88286
Gd_01144-ba	chr1005	519700	525497
Gd_01144-ba	chr1005	529165	530450
Gd_01144-ba	chr1005	795573	796355
Gd_01144-ba	chr1005	803894	818795
Gd_01144-ba	chr1005	819276	836563
Gd_01144-ba	chr1005	837081	837688
Gd_01144-ba	chr1005	840814	867806
Gd_01144-ba	chr1005	868294	888093
Gd_01144-ba	chr1005	888128	904972
Gd_01144-ba	chr1005	925268	928898
Gd_01144-ba	chr1005	976199	984219
Gd_01144-ba	chr1005	988121	1006483
Gd_01144-ba	chr1005	1008696	1022037
Gd_01144-ba	chr1005	1024271	1061629
Gd_01144-ba	chr1005	1066260	1068741
Gd_01144-ba	chr1005	1096740	1125115
Gd_01144-ba	chr1005	1170320	1194838
Gd_01144-ba	chr1005	1194855	1272512
Gd_01144-ba	chr1005	1273496	1294285
Gd_01144-ba	chr1005	1294348	1305880
Gd_01144-ba	chr1005	1307411	1333580
Gd_01144-ba	chr1005	1333594	1342448
Gd_01144-ba	chr1005	1343062	1343881
Gd_01144-ba	chr1005	1344566	1352994
Gd_01144-ba	chr1005	1354854	1366765
Gd_01144-ba	chr1005	1366788	1402011
Gd_01144-ba	chr1005	1402953	1413475
Gd_01144-ba	chr1005	1413557	1457921
Gd_01144-ba	chr1005	1463965	1476630
Gd_01144-ba	chr1005	1476655	1513488
Gd_01144-ba	chr1005	1513534	1536306
Gd_01144-ba	chr1005	1536319	1540149
Gd_01144-ba	chr1005	1540171	1547979
Gd_01144-ba	chr1005	1548005	1620788
Gd_01144-ba	chr1005	1620807	1625234
Gd_01144-ba	chr1005	1625266	1663288
Gd_01144-ba	chr1005	1816437	1823936
Gd_01144-ba	chr1005	1825678	1837215
Gd_01144-ba	chr1005	1948867	1965641
Gd_01144-ba	chr1005	1965690	1976894
Gd_01144-ba	chr1005	1977057	1977157
Gd_01144-ba	chr1005	1979020	1980980
Gd_01144-ba	chr1005	1989110	1993307
Gd_01144-ba	chr1005	2045336	2045510
Gd_01144-ba	chr1005	2046761	2052427
Gd_01144-ba	chr1005	2069773	2070133
Gd_01144-ba	chr1005	2075425	2091895
Gd_01144-ba	chr1005	2095010	2098438
Gd_01144-ba	chr1005	2100301	2108006
Gd_01144-ba	chr1005	2143091	2160359
Gd_01144-ba	chr1005	2222605	2249757
Gd_01144-ba	chr1005	2249845	2269769
Gd_01144-ba	chr1005	2276316	2308522
Gd_01144-ba	chr1005	2308876	2310938
Gd_01144-ba	chr1005	2311878	2314846
Gd_01144-ba	chr1005	2316835	2325191
Gd_01144-ba	chr1005	2331014	2335425
Gd_01144-ba	chr1005	2335450	2367736
Gd_01144-ba	chr1005	2464318	2493685
Gd_01144-ba	chr1005	2838843	2839434
Gd_01144-ba	chr1005	2849160	2859946
Gd_01144-ba	chr1005	2859959	2866718
Gd_01144-ba	chr1005	2874999	2875144
Gd_01144-ba	chr1005	2877010	2889241
Gd_01144-ba	chr1005	2899814	2901093
Gd_01144-ba	chr1006	24658	25845
Gd_01144-ba	chr1006	111448	116410
Gd_01144-ba	chr1006	285304	288005
Gd_01144-ba	chr1006	288291	308545
Gd_01144-ba	chr1006	364433	364893
Gd_01144-ba	chr1006	603280	621427
Gd_01144-ba	chr1006	784009	798795
Gd_01144-ba	chr1006	801530	834295
Gd_01144-ba	chr1006	836289	842071
Gd_01144-ba	chr1006	848806	856276
Gd_01144-ba	chr1006	858139	931162
Gd_01144-ba	chr1006	1316955	1339641
Gd_01144-ba	chr1006	1342654	1345479
Gd_01144-ba	chr1006	1575115	1578435
Gd_01144-ba	chr1006	1578680	1578863
Gd_01144-ba	chr1006	1582739	1584855
Gd_01144-ba	chr1006	1584866	1601645
Gd_01144-ba	chr1006	1715289	1719768
Gd_01144-ba	chr1006	1725033	1738272
Gd_01144-ba	chr1006	1797602	1798603
Gd_01144-ba	chr1006	1803202	1829112
Gd_01144-ba	chr1006	1830116	1837564
Gd_01144-ba	chr1006	1838494	1840211
Gd_01144-ba	chr1006	1861555	1865656
Gd_01144-ba	chr1006	1865675	1867678
Gd_01144-ba	chr1006	1872582	1888467
Gd_01144-ba	chr1006	1916022	1923540
Gd_01144-ba	chr1006	1925031	1927039
Gd_01144-ba	chr1006	2330377	2336097
Gd_01144-ba	chr1006	2357679	2358780
Gd_01144-ba	chr1006	2709364	2711095
Gd_01144-ba	chr1006	2711576	2715619
Gd_01144-ba	chr1006	2715645	2722223
Gd_01144-ba	chr1006	2757241	2758894
Gd_01144-ba	chr1006	2866452	2885375
Gd_01144-ba	chr1006	2989272	3013213
Gd_01144-ba	chr1006	3014709	3015305
Gd_01144-ba	chr1006	3016581	3017101
Gd_01144-ba	chr1006	3018473	3030257
Gd_01144-ba	chr1006	3060950	3063747
Gd_01144-ba	chr1006	3072176	3095288
Gd_01144-ba	chr1006	3096032	3100273
Gd_01144-ba	chr1007	15792	29936
Gd_01144-ba	chr1007	31559	32446
Gd_01144-ba	chr1007	41749	57741
Gd_01144-ba	chr1007	64816	78416
Gd_01144-ba	chr1007	169342	174854
Gd_01144-ba	chr1007	178962	193773
Gd_01144-ba	chr1007	193816	210142
Gd_01144-ba	chr1007	210191	214565
Gd_01144-ba	chr1007	214582	215227
Gd_01144-ba	chr1007	215344	216200
Gd_01144-ba	chr1007	226994	229543
Gd_01144-ba	chr1007	229557	241245
Gd_01144-ba	chr1007	241591	250040
Gd_01144-ba	chr1007	325142	327373
Gd_01144-ba	chr1007	328244	334397
Gd_01144-ba	chr1007	336260	339833
Gd_01144-ba	chr1007	835248	835621
Gd_01144-ba	chr1007	837307	837623
Gd_01144-ba	chr1007	1060345	1118164
Gd_01144-ba	chr1007	1118977	1138172
Gd_01144-ba	chr1007	1138210	1174405
Gd_01144-ba	chr1007	1481406	1496923
Gd_01144-ba	chr1007	1504956	1512532
Gd_01144-ba	chr1007	1513013	1571319
Gd_01144-ba	chr1007	1575691	1576843
Gd_01144-ba	chr1007	1665790	1670378
Gd_01144-ba	chr1007	1670396	1787132
Gd_01144-ba	chr1007	1787155	1809671
Gd_01144-ba	chr1007	1816408	1847454
Gd_01144-ba	chr1007	1847474	1849211
Gd_01144-ba	chr1007	1849356	1880951
Gd_01144-ba	chr1007	1880964	1882532
Gd_01144-ba	chr1007	1888032	1892465
Gd_01144-ba	chr1007	1892492	1897100
Gd_01144-ba	chr1007	1897254	1915416
Gd_01144-ba	chr1007	1917149	1925564
Gd_01144-ba	chr1007	1925599	1929394
Gd_01144-ba	chr1007	1935917	1940455
Gd_01144-ba	chr1007	1940516	1994192
Gd_01144-ba	chr1007	2001192	2020999
Gd_01144-ba	chr1007	2193296	2193665
Gd_01144-ba	chr1007	2195528	2200299
Gd_01144-ba	chr1007	2202293	2203369
Gd_01144-ba	chr1007	2203688	2204389
Gd_01144-ba	chr1007	2223867	2225393
Gd_01144-ba	chr1008	21354	21645
Gd_01144-ba	chr1008	23508	33965
Gd_01144-ba	chr1008	33982	40441
Gd_01144-ba	chr1008	40604	75261
Gd_01144-ba	chr1008	77124	114541
Gd_01144-ba	chr1008	135689	136483
Gd_01144-ba	chr1008	138346	150971
Gd_01144-ba	chr1008	247911	254927
Gd_01144-ba	chr1008	257586	261411
Gd_01144-ba	chr1008	270681	281564
Gd_01144-ba	chr1008	281582	304516
Gd_01144-ba	chr1008	304647	319330
Gd_01144-ba	chr1008	319341	329889
Gd_01144-ba	chr1008	329908	341817
Gd_01144-ba	chr1008	341889	386639
Gd_01144-ba	chr1008	386721	401022
Gd_01144-ba	chr1008	401044	401684
Gd_01144-ba	chr1008	401835	401959
Gd_01144-ba	chr1008	403209	403324
Gd_01144-ba	chr1008	438619	447970
Gd_01144-ba	chr1008	449466	450790
Gd_01144-ba	chr1008	450806	452113
Gd_01144-ba	chr1008	455018	489681
Gd_01144-ba	chr1008	489726	490705
Gd_01144-ba	chr1008	490736	511690
Gd_01144-ba	chr1008	511711	561549
Gd_01144-ba	chr1008	567690	589023
Gd_01144-ba	chr1008	589333	591158
Gd_01144-ba	chr1008	592750	596406
Gd_01144-ba	chr1008	598307	609750
Gd_01144-ba	chr1008	609885	621805
Gd_01144-ba	chr1008	622692	622969
Gd_01144-ba	chr1008	623668	624016
Gd_01144-ba	chr1008	624184	624351
Gd_01144-ba	chr1008	625452	625770
Gd_01144-ba	chr1008	635455	652766
Gd_01144-ba	chr1008	1314014	1324763
Gd_01144-ba	chr1008	1330064	1344634
Gd_01144-ba	chr1008	1345421	1365726
Gd_01144-ba	chr1008	1367342	1372489
Gd_01144-ba	chr1008	1372502	1392222
Gd_01144-ba	chr1008	1392240	1392509
Gd_01144-ba	chr1008	1392822	1447990
Gd_01144-ba	chr1008	1482338	1494001
Gd_01144-ba	chr1008	1498007	1500295
Gd_01144-ba	chr1008	1543937	1576780
Gd_01144-ba	chr1008	1577038	1607664
Gd_01144-ba	chr1008	1608361	1634275
Gd_01144-ba	chr1008	1636138	1648695
Gd_01144-ba	chr1008	1760032	1762978
Gd_01144-ba	chr1008	1771575	1787110
Gd_01144-ba	chr1009	7451	9756
Gd_01144-ba	chr1009	11065	23230
Gd_01144-ba	chr1009	23955	43433
Gd_01144-ba	chr1009	45202	45481
Gd_01144-ba	chr1009	46450	47132
Gd_01144-ba	chr1009	48415	48616
Gd_01144-ba	chr1009	52234	55641
Gd_01144-ba	chr1009	56188	57296
Gd_01144-ba	chr1009	66050	89269
Gd_01144-ba	chr1009	91437	91867
Gd_01144-ba	chr1009	119386	119545
Gd_01144-ba	chr1009	119774	120014
Gd_01144-ba	chr1009	120447	120572
Gd_01144-ba	chr1009	265550	276786
Gd_01144-ba	chr1009	278463	280553
Gd_01144-ba	chr1009	427917	430395
Gd_01144-ba	chr1009	430787	444226
Gd_01144-ba	chr1009	482677	483086
Gd_01144-ba	chr1009	1014354	1015468
Gd_01144-ba	chr1009	1016879	1017578
Gd_01144-ba	chr1009	1041586	1088444
Gd_01144-ba	chr1009	1088637	1102138
Gd_01144-ba	chr1009	1104132	1114533
Gd_01144-ba	chr1009	1114549	1118591
Gd_01144-ba	chr1009	1119533	1124517
Gd_01144-ba	chr1009	1195616	1210859
Gd_01144-ba	chr1009	1210941	1248884
Gd_01144-ba	chr1009	1248916	1263817
Gd_01144-ba	chr1009	1263852	1285247
Gd_01144-ba	chr1009	1285258	1291229
Gd_01144-ba	chr1009	1299213	1326524
Gd_01144-ba	chr1009	1326689	1327094
Gd_01144-ba	chr1009	1327181	1332531
Gd_01144-ba	chr1009	1332569	1366246
Gd_01144-ba	chr1009	1368927	1391324
Gd_01144-ba	chr1009	1391665	1394207
Gd_01144-ba	chr1009	1394283	1399032
Gd_01144-ba	chr1009	1406831	1439183
Gd_01144-ba	chr1009	1443934	1446900
Gd_01144-ba	chr1009	1446955	1448588
Gd_01144-ba	chr1009	1448660	1458161
Gd_01144-ba	chr1009	1458198	1460505
Gd_01144-ba	chr1009	1468197	1471444
Gd_01144-ba	chr1009	1473439	1485706
Gd_01144-ba	chr1009	1492711	1500184
Gd_01144-ba	chr1009	1508912	1511734
Gd_01144-ba	chr1009	1511821	1528774
Gd_01144-ba	chr1009	1528825	1571101
Gd_01144-ba	chr1009	1571252	1613004
Gd_01144-ba	chr1009	1613026	1633316
Gd_01144-ba	chr1009	1633333	1670842
Gd_01144-ba	chr1009	1671243	1671994
Gd_01144-ba	chr1009	1672075	1691346
Gd_01144-ba	chr1009	1699035	1700506
Gd_01144-ba	chr1009	1700624	1711005
Gd_01144-ba	chr1009	1711040	1718920
Gd_01144-ba	chr1009	1719282	1757273
Gd_01144-ba	chr1009	1757304	1761226
Gd_01144-ba	chr1009	1761243	1789935
Gd_01144-ba	chr1009	1819698	1820718
Gd_01144-ba	chr1009	1822703	1828362
Gd_01144-ba	chr1009	1828843	1833702
Gd_01144-ba	chr1009	1835892	1848181
Gd_01144-ba	chr1009	1848331	1857791
Gd_01144-ba	chr1009	1857825	1875764
Gd_01144-ba	chr1009	2038037	2048794
Gd_01144-ba	chr1009	2048827	2085703
Gd_01144-ba	chr1009	2111592	2113583
Gd_01144-ba	chr1009	2115795	2127642
Gd_01144-ba	chr1009	2127805	2128059
Gd_01144-ba	chr1009	2128301	2128732
Gd_01144-ba	chr1009	2136927	2138234
Gd_01144-ba	chr1009	2144897	2145624
Gd_01144-ba	chr1009	2210936	2218686
Gd_01144-ba	chr1009	2218926	2219484
Gd_01144-ba	chr1009	2219918	2226794
Gd_01144-ba	chr1010	103793	107788
Gd_01144-ba	chr1010	107808	108862
Gd_01144-ba	chr1010	109703	115375
Gd_01144-ba	chr1010	115645	118276
Gd_01144-ba	chr1010	119989	138294
Gd_01144-ba	chr1010	139117	155774
Gd_01144-ba	chr1010	229668	240113
Gd_01144-ba	chr1010	246412	252935
Gd_01144-ba	chr1010	256133	261788
Gd_01144-ba	chr1010	261823	268155
Gd_01144-ba	chr1010	268190	286612
Gd_01144-ba	chr1010	446331	456332
Gd_01144-ba	chr1010	600607	604352
Gd_01144-ba	chr1010	604622	606749
Gd_01144-ba	chr1010	606763	612551
Gd_01144-ba	chr1010	619035	622411
Gd_01144-ba	chr1010	730490	799577
Gd_01144-ba	chr1010	799664	800124
Gd_01144-ba	chr1010	976377	984161
Gd_01144-ba	chr1010	1061710	1065458
Gd_01144-ba	chr1010	1065491	1068811
Gd_01144-ba	chr1010	1069238	1074607
Gd_01144-ba	chr1010	1094065	1095788
Gd_01144-ba	chr1010	1095896	1098487
Gd_01144-ba	chr1010	1098502	1099152
Gd_01144-ba	chr1010	1099190	1107578
Gd_01144-ba	chr1010	1108909	1111588
Gd_01144-ba	chr1010	1127623	1128307
Gd_01144-ba	chr1010	1128388	1133306
Gd_01144-ba	chr1010	1133681	1134520
Gd_01144-ba	chr1010	1134674	1136554
Gd_01144-ba	chr1010	1136731	1147102
Gd_01144-ba	chr1010	1165867	1183745
Gd_01144-ba	chr1010	1185718	1191676
Gd_01144-ba	chr1010	1191693	1193045
Gd_01144-ba	chr1010	1207861	1214866
Gd_01144-ba	chr1010	1214903	1216055
Gd_01144-ba	chr1010	1216458	1218886
Gd_01144-ba	chr1010	1219235	1229594
Gd_01144-ba	chr1010	1230283	1230414
Gd_01144-ba	chr1010	1231216	1237037
Gd_01144-ba	chr1010	1261246	1268327
Gd_01144-ba	chr1010	1269189	1283900
Gd_01144-ba	chr1010	1283943	1289096
Gd_01144-ba	chr1010	1758250	1783986
Gd_01144-ba	chr1010	1783997	1797425
Gd_01144-ba	chr1010	1926180	1930237
Gd_01144-ba	chr1010	1947453	1947764
Gd_01144-ba	chr1010	1947812	1948460
Gd_01144-ba	chr1010	1948926	1950381
Gd_01144-ba	chr1011	27139	32786
Gd_01144-ba	chr1011	32998	34348
Gd_01144-ba	chr1011	76225	76465
Gd_01144-ba	chr1011	82864	87027
Gd_01144-ba	chr1011	87835	94568
Gd_01144-ba	chr1011	94588	99582
Gd_01144-ba	chr1011	147701	152642
Gd_01144-ba	chr1011	152731	157596
Gd_01144-ba	chr1011	177702	183924
Gd_01144-ba	chr1011	183988	194632
Gd_01144-ba	chr1011	194689	196200
Gd_01144-ba	chr1011	196217	234080
Gd_01144-ba	chr1011	234668	241846
Gd_01144-ba	chr1011	248563	287077
Gd_01144-ba	chr1011	325690	339230
Gd_01144-ba	chr1011	343141	359303
Gd_01144-ba	chr1011	359484	373392
Gd_01144-ba	chr1011	385697	389333
Gd_01144-ba	chr1011	408080	411120
Gd_01144-ba	chr1011	412628	413776
Gd_01144-ba	chr1011	624385	629737
Gd_01144-ba	chr1011	629777	633802
Gd_01144-ba	chr1011	681883	702778
Gd_01144-ba	chr1011	702810	730203
Gd_01144-ba	chr1011	950865	964726
Gd_01144-ba	chr1011	967407	978916
Gd_01144-ba	chr1011	1609697	1613522
Gd_01144-ba	chr1011	1613551	1618955
Gd_01144-ba	chr1011	1619232	1621966
Gd_01144-ba	chr1011	1640348	1643950
Gd_01144-ba	chr1011	1644383	1644566
Gd_01144-ba	chr1011	1644960	1652703
Gd_01144-ba	chr1011	1720244	1762807
Gd_01144-ba	chr1011	1762819	1812274
Gd_01144-ba	chr1011	1812333	1833948
Gd_01144-ba	chr1011	1833962	1854184
Gd_01144-ba	chr1011	1856397	1871556
Gd_01144-ba	chr1011	1875890	1881884
